ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
29946,,29945,0,0,22050,0,2
29947,Statistic - Sack of Reef Octopus,0,0,4,0,0,0
29948,,29947,0,0,22051,0,2
29949,Statistic - Sack of Krasarang Paddlefish,0,0,4,0,0,0
29950,,29949,0,0,22052,0,2
29951,Statistic - Sack of Golden Carp,0,0,4,0,0,0
29952,,29951,0,0,22053,0,2
29953,Statistic - Sack of Crocolisk Belly,0,0,4,0,0,0
29954,,29953,0,0,22054,0,2
29955,Statistic - Consumed - Sliced Peaches,0,0,4,0,0,0
29956,,29955,0,0,20589,0,2
29957,Statistic - Consumed - Perfectly Cooked Instant Noodles,0,0,4,0,0,0
29958,,29957,0,0,20590,0,2
29959,Statistic - Consumed - Toasted Fish Jerky,0,0,4,0,0,0
29960,,29959,0,0,20591,0,2
29961,Statistic - Consumed - Dried Needle Mushrooms,0,0,4,0,0,0
29962,,29961,0,0,20592,0,2
29963,Statistic - Consumed - Pounded Rice Cake,0,0,4,0,0,0
29964,,29963,0,0,20593,0,2
29965,Statistic - Consumed - Yak Cheese Curds,0,0,4,0,0,0
29966,,29965,0,0,20594,0,2
29967,Statistic - Consumed - Dried Peaches,0,0,4,0,0,0
29968,,29967,0,0,20595,0,2
29969,Statistic - Consumed - Boiled Silkworm Pupa,0,0,4,0,0,0
29970,,29969,0,0,20596,0,2
29971,Statistic - Consumed - Roasted Barley Tea,0,0,4,0,0,0
29972,,29971,0,0,20597,0,2
29973,Statistic - Consumed - Golden Carp Consomme,0,0,4,0,0,0
29974,,29973,0,0,20612,0,2
29975,Statistic - Consumed - Fish Cake,0,0,4,0,0,0
29976,,29975,0,0,20613,0,2
29977,Statistic - Consumed - Green Curry Fish,0,0,4,0,0,0
29978,,29977,0,0,20605,0,2
29979,Statistic - Consumed - Blanched Needle Mushrooms,0,0,4,0,0,0
29980,,29979,0,0,20599,0,2
29981,Statistic - Consumed - Red Bean Bun,0,0,4,0,0,0
29982,,29981,0,0,20600,0,2
29983,Statistic - Consumed - Tangy Yogurt,0,0,4,0,0,0
29984,,29983,0,0,20601,0,2
29985,Statistic - Consumed - Peach Pie,0,0,4,0,0,0
29986,,29985,0,0,20602,0,2
29987,Statistic - Consumed - Skewered Peanut Chicken,0,0,4,0,0,0
29988,,29987,0,0,20603,0,2
29989,Statistic - Consumed - Pearl Milk Tea,0,0,4,0,0,0
29990,,29989,0,0,20604,0,2
29991,Statistic - Consumed - Ginseng Tea,0,0,4,0,0,0
29992,,29991,0,0,20607,0,2
29993,Statistic - Consumed - Charbroiled Tiger Steak,0,0,4,0,0,0
29994,,29993,0,0,20611,0,2
29995,Statistic - Consumed - Wildfowl Roast,0,0,4,0,0,0
29996,,29995,0,0,20573,0,2
29997,Statistic - Consumed - Swirling Mist Soup,0,0,4,0,0,0
29998,,29997,0,0,20608,0,2
29999,Statistic - Consumed - Shrimp Dumplings,0,0,4,0,0,0
30000,,29999,0,0,20609,0,2
30001,Statistic - Consumed - Perfectly Cooked Instant Noodles,0,0,4,0,0,0
30002,,30001,0,0,20598,0,2
30003,Statistic - Consumed - Rice Pudding,0,0,4,0,0,0
30004,,30003,0,0,20606,0,2
30005,Statistic - Consumed - Wildfowl Ginseng Soup,0,0,4,0,0,0
30006,,30005,0,0,20616,0,2
30007,Statistic - Consumed - Jade Witch Brew,0,0,4,0,0,0
30008,,30007,0,0,20615,0,2
30009,Statistic - Consumed - Eternal Blossom Fish,0,0,4,0,0,0
30010,,30009,0,0,20620,0,2
30011,Statistic - Consumed - Twin Fish Platter,0,0,4,0,0,0
30012,,30011,0,0,20619,0,2
30013,Statistic - Consumed - Braised Turtle,0,0,4,0,0,0
30014,,30013,0,0,20617,0,2
30015,Statistic - Consumed - Fire Spirit Salmon,0,0,4,0,0,0
30016,,30015,0,0,20618,0,2
30017,Statistic - Consumed - Valley Stir Fry,0,0,4,0,0,0
30018,,30017,0,0,20614,0,2
30019,Statistic - Consumed - Mad Brewer's Breakfast,0,0,4,0,0,0
30020,,30019,0,0,20623,0,2
30021,Statistic - Consumed - Black Pepper Ribs and Shrimp,0,0,4,0,0,0
30022,,30021,0,0,20628,0,2
30023,Statistic - Consumed - Chun Tian Spring Rolls,0,0,4,0,0,0
30024,,30023,0,0,20627,0,2
30025,Statistic - Consumed - Mogu Fish Stew,0,0,4,0,0,0
30026,,30025,0,0,20625,0,2
30027,Statistic - Consumed - Steamed Crab Surprise,0,0,4,0,0,0
30028,,30027,0,0,20626,0,2
30029,Statistic - Consumed - Sea Mist Rice Noodles,0,0,4,0,0,0
30030,,30029,0,0,20621,0,2
30031,Statistic - Placed - Pandaren Banquet,0,0,4,0,0,0
30032,,30031,0,0,20430,0,2
30033,Statistic - Placed - Banquet of the Grill,0,0,4,0,0,0
30034,,30033,0,0,20765,0,2
30035,Statistic - Placed - Banquet of the Wok,0,0,4,0,0,0
30036,,30035,0,0,20767,0,2
30037,Statistic - Placed - Banquet of the Pot,0,0,4,0,0,0
30038,,30037,0,0,20768,0,2
30039,Statistic - Placed - Banquet of the Steamer,0,0,4,0,0,0
30040,,30039,0,0,20769,0,2
30041,Statistic - Placed - Banquet of the Oven,0,0,4,0,0,0
30042,,30041,0,0,20766,0,2
30043,Statistic - Placed - Banquet of the Brew,0,0,4,0,0,0
30044,,30043,0,0,20764,0,2
30045,Statistic - Placed - Great Pandaren Banquet,0,0,4,0,0,0
30046,,30045,0,0,20431,0,2
30047,Statistic - Placed - Great Banquet of the Grill,0,0,4,0,0,0
30048,,30047,0,0,20772,0,2
30049,Statistic - Placed - Great Banquet of the Wok,0,0,4,0,0,0
30050,,30049,0,0,20774,0,2
30051,Statistic - Placed - Great Banquet of the Pot,0,0,4,0,0,0
30052,,30051,0,0,20770,0,2
30053,Statistic - Placed - Great Banquet of the Steamer,0,0,4,0,0,0
30054,,30053,0,0,20773,0,2
30055,Statistic - Placed - Great Banquet of the Oven,0,0,4,0,0,0
30056,,30055,0,0,20771,0,2
30057,Statistic - Placed - Great Banquet of the Brew,0,0,4,0,0,0
30058,,30057,0,0,20775,0,2
30059,Statistic - Consumed - Sauteed Carrots,0,0,4,0,0,0
30060,,30059,0,0,20598,0,2
30061,Statistic - Eaten - Pandaren Banquet,0,0,4,0,0,0
30062,,30061,0,0,22057,0,2
30063,Statistic - Eaten - Banquet of the Grill,0,0,4,0,0,0
30064,,30063,0,0,22058,0,2
30065,Statistic - Eaten - Banquet of the Wok,0,0,4,0,0,0
30066,,30065,0,0,22059,0,2
30067,Statistic - Eaten - Banquet of the Pot,0,0,4,0,0,0
30068,,30067,0,0,22060,0,2
30069,Statistic - Eaten - Banquet of the Steamer,0,0,4,0,0,0
30070,,30069,0,0,22061,0,2
30071,Statistic - Eaten - Banquet of the Oven,0,0,4,0,0,0
30072,,30071,0,0,22062,0,2
30073,Statistic - Eaten - Banquet of the Brew,0,0,4,0,0,0
30074,,30073,0,0,22063,0,2
30075,Statistic - Eaten - Great Pandaren Banquet,0,0,4,0,0,0
30076,,30075,0,0,22064,0,2
30077,Statistic - Eaten - Great Banquet of the Grill,0,0,4,0,0,0
30078,,30077,0,0,22065,0,2
30079,Statistic - Eaten - Great Banquet of the Wok,0,0,4,0,0,0
30080,,30079,0,0,22066,0,2
30081,Statistic - Eaten - Great Banquet of the Pot,0,0,4,0,0,0
30082,,30081,0,0,22067,0,2
30083,Statistic - Eaten - Great Banquet of the Steamer,0,0,4,0,0,0
30084,,30083,0,0,22068,0,2
30085,Statistic - Eaten - Great Banquet of the Oven,0,0,4,0,0,0
30086,,30085,0,0,22069,0,2
30087,Statistic - Eaten - Great Banquet of the Brew,0,0,4,0,0,0
30088,,30087,0,0,22070,0,2
30089,Statistic - Consumed - Spicy Vegetable Chips,0,0,4,0,0,0
30090,,30089,0,0,20622,0,2
30091,Statistic - Consumed - Spicy Salmon,0,0,4,0,0,0
30092,,30091,0,0,20624,0,2
30093,Statistic - Apron,0,0,4,0,0,0
30094,,30093,0,0,22071,0,2
30095,Statistic - Rolling Pin,0,0,4,0,0,0
30096,,30095,0,0,22072,0,2
30097,Statistic - Frying Pan,0,0,4,0,0,0
30098,,30097,0,0,22073,0,2
30099,Statistic - Nomi - Lesson 1,0,0,4,0,0,0
30100,,30099,0,0,22075,0,2
30101,Statistic - Nomi - Lesson 2,0,0,4,0,0,0
30102,,30101,0,0,22076,0,2
30103,Statistic - Nomi - Lesson 3,0,0,4,0,0,0
30104,,30103,0,0,22077,0,2
30105,Statistic - Nomi - Lesson 4,0,0,4,0,0,0
30106,,30105,0,0,22078,0,2
30107,Statistic - Nomi - Lesson 5,0,0,4,0,0,0
30108,,30107,0,0,22079,0,2
30109,Statistic - Nomi - Lesson 6,0,0,4,0,0,0
30110,,30109,0,0,22075,0,2
30111,Statistic - Nomi - Finale,0,0,4,0,0,0
30112,,30111,0,0,22080,0,2
30113,Secret Tiger Claw Inscription,0,0,5,0,0,0
30114,,30113,0,0,22081,0,0
30115,Secret Ox Horn Inscription,0,0,5,0,0,0
30116,,30115,0,0,22082,0,0
30117,Secret Crane Wing Inscription,0,0,5,0,0,0
30118,,30117,0,0,22083,0,0
30119,Secret Serpent Pearl Inscription,0,0,5,0,0,0
30120,,30119,0,0,22084,0,0
30121,Secret Tiger Fang Inscription,0,0,5,0,0,0
30122,,30121,0,0,22085,0,0
30123,Ink of Dreams,0,0,5,0,0,0
30124,,30123,0,0,22086,0,0
30125,Starlight Ink,0,0,5,0,0,0
30126,,30125,0,0,22087,0,0
30127,Origami Crane,0,0,5,0,0,0
30128,,30127,0,0,22088,0,0
30129,Origami Frog,0,0,5,0,0,0
30130,,30129,0,0,22089,0,0
30131,Yu'lon Kite,0,0,5,0,0,0
30132,,30131,0,0,22090,0,0
30133,Chi-ji Kite,0,0,5,0,0,0
30134,,30133,0,0,22086,0,0
30135,Weekly 1 - Commissioned Painting,0,0,5,0,0,0
30136,,30135,0,0,22086,0,0
30137,Weekly 2 - Staves,0,0,5,0,0,0
30138,,30137,0,0,22091,0,0
30139,Weekly 3 - Engraved Jade Disk,0,0,5,0,0,0
30140,,30139,0,0,22092,0,0
30141,Weekly 4 - Incarnadine Ink,0,0,5,0,0,0
30142,,30141,0,0,22093,0,0
30143,Weekly 5 - Portrait of Madam Goya,0,0,5,0,0,0
30144,,30143,0,0,22094,0,0
30145,Weekly 6 - Inscribed Monument,0,0,5,0,0,0
30146,,30145,0,0,22095,0,0
30147,Staff Turn-In - Inscribed Crane Staff,0,0,5,0,0,0
30148,,30147,0,0,22096,0,0
30149,Staff Turn-In - Inscribed Serpent Staff,0,0,5,0,0,0
30150,,30149,0,0,22098,0,0
30151,Staff Turn-In - Inscribed Tiger Staff,0,0,5,0,0,0
30152,,30151,0,0,22099,0,0
30153,Statistic - Lorewalker's Map,0,0,4,0,0,0
30154,,30153,0,0,22100,0,2
30155,Statistic - Lorewalker's Lodestone,0,0,4,0,0,0
30156,,30155,0,0,22101,0,2
30157,Statistic - Restored Artifact,0,0,4,0,0,0
30158,,30157,0,0,22102,0,2
30159,Statistic - Crate of Draenei Archaeology Fragments,0,0,4,0,0,0
30160,,30159,0,0,22103,0,2
30161,Statistic - Crate of Dwarven Archaeology Fragments,0,0,4,0,0,0
30162,,30161,0,0,22104,0,2
30163,Statistic - Crate of Fossil Archaeology Fragments,0,0,4,0,0,0
30164,,30163,0,0,22105,0,2
30165,Statistic - Crate of Night Elf Archaeology Fragments,0,0,4,0,0,0
30166,,30165,0,0,22106,0,2
30167,Statistic - Crate of Nerubian Archaeology Fragments,0,0,4,0,0,0
30168,,30167,0,0,22107,0,2
30169,Statistic - Crate of Orc Archaeology Fragments,0,0,4,0,0,0
30170,,30169,0,0,22108,0,2
30171,Statistic - Crate of Vrykul Archaeology Fragments,0,0,4,0,0,0
30172,,30171,0,0,22109,0,2
30173,Statistic - Crate of Tol'vir Archaeology Fragments,0,0,4,0,0,0
30174,,30173,0,0,22110,0,2
30175,Statistic - Crate of Troll Archaeology Fragments,0,0,4,0,0,0
30176,,30175,0,0,22111,0,2
30177,Let's Do Lunch (Ironforge/Thunder Bluff),20187,1,8,0,2,0
30178,,30177,0,0,17744,0,32
30179,,30177,0,0,17747,1,32
30186,Monk,14371,120,0,22112,7,0
30187,Monk,15770,120,0,22113,7,0
30188,Monk,20045,120,0,22114,9,0
30189,Monk,15078,120,0,22115,8,0
30190,Monk,16510,120,0,22116,7,0
30191,Monk,20477,120,0,22117,8,0
30192,Monk,16501,120,0,22118,7,0
30193,Monk,14607,120,0,22119,6,0
30194,Monk,18184,120,0,22120,9,0
30195,Monk,19618,120,0,22121,7,0
30196,Tol'Viron Arena Wins,2919,0,0,21042,5,0
30197,Tol'Viron Matches,2926,0,0,22122,5,0
30198,Ring of Valor 5v5 Matches,6137,0,0,22123,5,0
30199,Dalaran 5v5 Wins,532,0,0,22124,5,0
30200,Dalaran 3v3 Matches,6144,0,0,22125,5,0
30201,Dalaran 3v3 Wins,2445,0,0,22126,5,0
30202,Dalaran 2v2 Matches,539,0,0,22127,5,0
30203,Ruins of Lordaeron 2v2 Wins,6151,0,0,22128,5,0
30204,Tol'viron matches,0,0,4,0,0,0
30205,Tol'viron matches,30204,0,0,22122,0,0
30206,Tol'viron victories,0,0,4,0,0,0
30207,Tol'viron victories,30206,0,0,21042,0,0
30208,Silvershard Mines,7774,0,0,22130,8,0
30209,Temple of Kotmogu,7774,0,0,22131,9,0
30210,Temple of Kotmogu,17467,0,0,22132,6,0
30211,Silvershard Mines,17467,0,0,22133,7,0
30212,Silvershard Mines,11279,0,0,22130,8,0
30213,Temple of Kotmogu,11279,0,0,22131,9,0
30214,Temple of Kotmogu,17475,0,0,22132,6,0
30215,Silvershard Mines,17475,0,0,22133,7,0
30216,Temple of Kotmogu,1962,0,0,19660,8,0
30217,Silvershard Mines,1962,0,0,19659,9,0
30218,Silvershard Mines,17451,0,0,22134,8,0
30219,Temple of Kotmogu,17451,0,0,22135,9,0
30220,Temple of Kotmogu,8828,0,0,19660,8,0
30221,Silvershard Mines,8828,0,0,19659,9,0
30222,Silvershard Mines,17483,0,0,22134,8,0
30223,Deepwind Gorge,17483,0,0,22135,9,0
30224,Temple of Kotmogu battles,0,0,4,0,0,0
30225,Temple of Kotmogu,30224,0,0,22131,0,0
30226,Temple of Kotmogu victories,0,0,4,0,0,0
30227,Temple of Kotmogu Victories,30226,0,0,19660,0,0
30228,Rated Temple of Kotmogu battles,0,0,4,0,0,0
30229,Temple of Kotmogu,30228,0,0,22132,0,0
30230,Rated Temple of Kotmogu victories,0,0,4,0,0,0
30231,Temple of Kotmogu Victories,30230,0,0,22135,0,0
30232,Silvershard Mines battles,0,0,4,0,0,0
30233,Silvershard Mines,30232,0,0,22130,0,0
30234,Silvershard Mines victories,0,0,4,0,0,0
30235,Silvershard Mines Victories,30234,0,0,19659,0,0
30236,Rated Silvershard Mines battles,0,0,4,0,0,0
30237,Silvershard Mines,30236,0,0,22133,0,0
30238,Rated Silvershard Mines victories,0,0,4,0,0,0
30239,Silvershard Mines Victories,30238,0,0,22134,0,0
30240,Loremaster of Pandaria,28380,1,0,19386,5,0
30241,Thunderfoot Ranch,23152,1,0,22138,16,0
30242,Zhu's Descent,23152,1,0,22139,17,0
30243,Honeydew Village,19973,1,0,22165,16,0
30244,Brew the Boomer Brew without anyone in your party being hit by lightning.,0,0,4,0,0,0
30245,Lightning successfully dodged.,30244,1,0,19563,0,0
30246,Sra'vess,23212,1,0,22167,9,0
30247,Protector Yi,23780,0,0,22174,3,0
30248,Fei Li,23780,0,0,22174,0,0
30249,Taoshi,23780,0,0,22174,6,0
30250,Earn 50 pet battle achievement points,0,0,4,0,0,0
30251,,30250,50,0,21256,0,0
30252,Earn 150 pet battle achievement points,0,0,4,0,0,0
30253,,30252,150,0,21256,0,0
30254,Earn 250 pet battle achievement points,0,0,4,0,0,0
30255,,30254,250,0,21256,0,0
30256,Earn 350 pet battle achievement points,0,0,4,0,0,0
30257,,30256,350,0,21256,0,0
30258,,23773,1,0,22181,16,2
30259,,23773,1,0,22182,17,2
30260,,23773,1,0,22183,18,2
30261,,23773,1,0,22184,19,2
30262,,23773,1,0,22185,20,2
30263,,23773,1,0,22186,21,2
30264,,23773,1,0,21260,22,2
30265,,23773,1,0,21261,23,2
30266,,23773,1,0,21263,24,2
30267,,23773,1,0,21262,25,2
30268,,23773,1,0,21264,26,2
30269,,23773,1,0,21265,27,0
30270,,23773,1,0,21266,28,2
30271,,23773,1,0,21270,29,2
30272,,23773,1,0,21269,30,2
30273,,23773,1,0,21267,31,2
30274,,23773,1,0,21268,32,2
30275,,23773,1,0,22191,33,2
30276,,23773,1,0,22192,34,2
30293,Huojin Tabard,1322,1,0,21692,87,2
30294,Tushui Tabard,1322,1,0,21693,88,2
30295,Huojin Tabard,666,1,0,21692,87,2
30296,Tushui Tabard,666,1,0,21693,88,2
30297,Tushui Tabard,19053,1,0,21693,88,2
30298,Huojin Tabard,19053,1,0,21692,87,2
30299,Owner of the StarCraft II: Heart of the Swarm Collector's Edition Baneling pet.,0,1,8,0,0,0
30300,Baneling,30299,0,0,22193,0,2
30305,Ambassadors (H) (25 Reps) (5.0),0,25,8,0,0,0
30306,The Defilers,30305,42000,0,17908,0,0
30307,Hydraxian Waterlords,30305,42000,0,17909,1,0
30308,Exalted Bilgewater Cartel,30305,42000,0,17910,2,0
30309,Therazane,30305,42000,0,17911,3,0
30310,Warsong Outriders,30305,42000,0,17912,4,0
30311,Brood of Nozdormu,30305,42000,0,17913,5,0
30312,Exalted Darkspear Trolls,30305,42000,0,17914,6,0
30313,Booty Bay,30305,42000,0,17915,7,0
30314,Ramkahen,30305,42000,0,17916,8,0
30315,Dragonmaw Clan,30305,42000,0,17917,9,0
30316,Frostwolf Clan,30305,42000,0,17918,10,0
30317,The Violet Eye,30305,42000,0,17919,11,0
30318,Exalted Orgrimmar,30305,42000,0,17920,12,0
30319,Everlook,30305,42000,0,17921,13,0
30320,The Scale of the Sands,30305,42000,0,17922,14,0
30321,Exalted Silvermoon City,30305,42000,0,17923,15,0
30322,Gadgetzan,30305,42000,0,17924,16,0
30323,The Earthen Ring,30305,42000,0,17925,17,0
30324,Ashtongue Deathsworn,30305,42000,0,17926,18,0
30325,Exalted Thunder Bluff,30305,42000,0,17927,19,0
30326,Ratchet,30305,42000,0,17928,20,0
30327,Guardians of Hyjal,30305,42000,0,17929,21,0
30328,The Ashen Verdict,30305,42000,0,17930,22,0
30329,Exalted Undercity,30305,42000,0,17931,23,0
30330,The Wyrmrest Accord,30305,42000,0,17932,24,0
30331,The Mag'har,30305,42000,0,17933,25,0
30332,Knights of the Ebon Blade,30305,42000,0,17934,26,0
30333,Ogri'la,30305,42000,0,17935,27,0
30334,Argent Crusade,30305,42000,0,17936,28,0
30335,Netherwing,30305,42000,0,17937,29,0
30336,Kirin Tor,30305,42000,0,17938,30,0
30337,Sporeggar,30305,42000,0,17939,31,0
30338,Lower City,30305,42000,0,17940,32,0
30339,The Consortium,30305,42000,0,17941,33,0
30340,The Sha'tar,30305,42000,0,17942,34,0
30341,Sha'tari Skyguard,30305,42000,0,17943,35,0
30342,Cenarion Expedition,30305,42000,0,17944,36,0
30343,Thrallmar,30305,42000,0,17945,37,0
30344,The Aldor,30305,42000,0,17946,38,0
30345,The Scryers,30305,42000,0,17947,39,0
30346,Keepers of Time,30305,42000,0,17948,40,0
30347,Shattered Sun Offensive,30305,42000,0,17949,41,0
30348,Argent Dawn,30305,42000,0,17950,42,0
30349,Frenzyheart Tribe,30305,42000,0,17951,43,0
30350,The Hand of Vengeance,30305,42000,0,17952,44,0
30351,Horde Expedition,30305,42000,0,17953,45,0
30352,The Kalu'ak,30305,42000,0,17954,46,0
30353,The Oracles,30305,42000,0,17955,47,0
30354,The Sons of Hodir,30305,42000,0,17956,48,0
30355,The Taunka,30305,42000,0,17957,49,0
30356,Warsong Offensive,30305,42000,0,17958,50,0
30357,The Sunreavers,30305,42000,0,17959,51,0
30358,Hellscream's Reach,30305,42000,0,17960,52,0
30359,Bloodsail Buccaneers,30305,42000,0,17961,53,0
30360,Darkmoon Faire,30305,42000,0,17962,54,0
30361,Ravenholdt,30305,42000,0,17963,55,0
30362,Shen'dralar,30305,42000,0,17964,56,0
30363,Thorium Brotherhood,30305,42000,0,17965,57,0
30364,Timbermaw Hold,30305,42000,0,17966,58,0
30365,Tranquillien,30305,42000,0,17967,59,0
30366,Avengers of Hyjal,30305,42000,0,17968,60,0
30367,Cenarion Circle,30305,42000,0,17969,61,0
30368,Zandalar Tribe,30305,42000,0,17970,62,0
30369,,30305,42000,0,19734,63,32
30370,,30305,42000,0,19729,64,32
30371,,30305,42000,0,19727,65,32
30372,,30305,42000,0,19476,66,32
30373,,30305,42000,0,19728,67,32
30374,,30305,42000,0,19731,68,32
30375,,30305,42000,0,19733,69,32
30376,,30305,42000,0,19732,70,32
30449,Diplomacy (H) (15 Reps) (5.0),0,15,8,0,0,0
30450,The Defilers,30449,42000,0,17908,0,0
30451,Hydraxian Waterlords,30449,42000,0,17909,1,0
30452,Exalted Bilgewater Cartel,30449,42000,0,17910,2,0
30453,Therazane,30449,42000,0,17911,3,0
30454,Warsong Outriders,30449,42000,0,17912,4,0
30455,Brood of Nozdormu,30449,42000,0,17913,5,0
30456,Exalted Darkspear Trolls,30449,42000,0,17914,6,0
30457,Booty Bay,30449,42000,0,17915,7,0
30458,Ramkahen,30449,42000,0,17916,8,0
30459,Dragonmaw Clan,30449,42000,0,17917,9,0
30460,Frostwolf Clan,30449,42000,0,17918,10,0
30461,The Violet Eye,30449,42000,0,17919,11,0
30462,Exalted Orgrimmar,30449,42000,0,17920,12,0
30463,Everlook,30449,42000,0,17921,13,0
30464,The Scale of the Sands,30449,42000,0,17922,14,0
30465,Exalted Silvermoon City,30449,42000,0,17923,15,0
30466,Gadgetzan,30449,42000,0,17924,16,0
30467,The Earthen Ring,30449,42000,0,17925,17,0
30468,Ashtongue Deathsworn,30449,42000,0,17926,18,0
30469,Exalted Thunder Bluff,30449,42000,0,17927,19,0
30470,Ratchet,30449,42000,0,17928,20,0
30471,Guardians of Hyjal,30449,42000,0,17929,21,0
30472,The Ashen Verdict,30449,42000,0,17930,22,0
30473,Exalted Undercity,30449,42000,0,17931,23,0
30474,The Wyrmrest Accord,30449,42000,0,17932,24,0
30475,The Mag'har,30449,42000,0,17933,25,0
30476,Knights of the Ebon Blade,30449,42000,0,17934,26,0
30477,Ogri'la,30449,42000,0,17935,27,0
30478,Argent Crusade,30449,42000,0,17936,28,0
30479,Netherwing,30449,42000,0,17937,29,0
30480,Kirin Tor,30449,42000,0,17938,30,0
30481,Sporeggar,30449,42000,0,17939,31,0
30482,Lower City,30449,42000,0,17940,32,0
30483,The Consortium,30449,42000,0,17941,33,0
30484,The Sha'tar,30449,42000,0,17942,34,0
30485,Sha'tari Skyguard,30449,42000,0,17943,35,0
30486,Cenarion Expedition,30449,42000,0,17944,36,0
30487,Thrallmar,30449,42000,0,17945,37,0
30488,The Aldor,30449,42000,0,17946,38,0
30489,The Scryers,30449,42000,0,17947,39,0
30490,Keepers of Time,30449,42000,0,17948,40,0
30491,Shattered Sun Offensive,30449,42000,0,17949,41,0
30492,Argent Dawn,30449,42000,0,17950,42,0
30493,Frenzyheart Tribe,30449,42000,0,17951,43,0
30494,The Hand of Vengeance,30449,42000,0,17952,44,0
30495,Horde Expedition,30449,42000,0,17953,45,0
30496,The Kalu'ak,30449,42000,0,17954,46,0
30497,The Oracles,30449,42000,0,17955,47,0
30498,The Sons of Hodir,30449,42000,0,17956,48,0
30499,The Taunka,30449,42000,0,17957,49,0
30500,Warsong Offensive,30449,42000,0,17958,50,0
30501,The Sunreavers,30449,42000,0,17959,51,0
30502,Hellscream's Reach,30449,42000,0,17960,52,0
30503,Bloodsail Buccaneers,30449,42000,0,17961,53,0
30504,Darkmoon Faire,30449,42000,0,17962,54,0
30505,Ravenholdt,30449,42000,0,17963,55,0
30506,Shen'dralar,30449,42000,0,17964,56,0
30507,Thorium Brotherhood,30449,42000,0,17965,57,0
30508,Timbermaw Hold,30449,42000,0,17966,58,0
30509,Tranquillien,30449,42000,0,17967,59,0
30510,Avengers of Hyjal,30449,42000,0,17968,60,0
30511,Cenarion Circle,30449,42000,0,17969,61,0
30512,Zandalar Tribe,30449,42000,0,17970,62,0
30513,,30449,42000,0,19734,63,32
30514,,30449,42000,0,19729,64,32
30515,,30449,42000,0,19727,65,32
30516,,30449,42000,0,19476,66,32
30517,,30449,42000,0,19728,67,32
30518,,30449,42000,0,19731,68,32
30519,,30449,42000,0,19733,69,32
30520,,30449,42000,0,19732,70,32
30521,Reputation - Pandaria - Shado-Pan - Revered,0,0,4,0,0,0
30522,Shado-Pan revered,30521,21000,0,18993,0,2
30523,Reputation - Pandaria - August Celestials - Revered,0,0,4,0,0,0
30524,August Celestials revered,30523,21000,0,19388,0,2
30525,Reputation - Pandaria - Golden Lotus - Revered,0,0,4,0,0,0
30526,Golden Lotus revered,30525,21000,0,19389,0,2
30527,Reputation - Pandaria - Klaxxi - Revered,0,0,4,0,0,0
30528,Klaxxi revered,30527,21000,0,19390,0,2
30529,Reputation - Pandaria - The Anglers - Revered,0,0,4,0,0,0
30530,The Anglers revered,30529,21000,0,19392,0,2
30531,Reputation - Pandaria - The Serpent Riders - Revered,0,0,4,0,0,0
30532,Order of the Cloud Serpent revered,30531,21000,0,19395,0,2
30533,Complete the Eastern Kingdoms quest achievements listed below.,0,1,8,0,0,128
30534,Arathi Highlands Quests,30557,0,0,15204,0,0
30535,Badlands Quests,30557,0,0,15205,1,0
30536,Blasted Lands Quests,30557,0,0,15206,2,0
30537,Burning Steppes Quests,30557,0,0,15207,3,0
30538,Cape of Stranglethorn Quests,30557,0,0,15208,4,0
30539,Eastern Plaguelands Quests,30557,0,0,15209,5,0
30540,Hinterlands Quests,30557,0,0,15212,6,0
30541,Loch Modan+Wetlands/Ghostlands,30557,1,8,0,7,64
30542,Loch Modan Quests,30541,0,0,15196,0,0
30543,Loch Modan Quests,30541,0,0,15210,1,0
30544,Northern Stranglethorn Quests,30557,0,0,15213,8,0
30545,Redridge/Hillsbrad,30557,1,8,0,9,64
30546,Redridge Mountains Quests,30545,0,0,15198,0,0
30547,Redridge Mountains Quests,30545,0,0,15211,1,0
30548,Searing Gorge Quests,30557,0,0,15214,10,0
30549,Swamp of Sorrows Quests,30557,0,0,15216,11,0
30550,Western Plaguelands Quests,30557,0,0,15217,12,0
30551,Westfall+Duskwood/Silverpine,30557,1,8,0,13,64
30552,Westfall Quests,30551,0,0,15202,0,0
30553,Westfall Quests,30551,0,0,15215,1,0
30554,"Proud owner of the 2012 Vintage Winter Veil gift, the Pigskin and Foot Ball.",0,0,4,0,0,0
30555,The Pigskin,30554,1,0,22226,0,2
30556,Foot Ball,30554,1,0,22227,1,2
30557,All Criteria,30533,0,4,0,0,128
30558,,30533,1,0,22229,1,2
30559,All Criteria,10258,0,4,0,0,128
30560,,10258,1,0,22230,1,2
30561,,22991,4,0,22231,8,0
30562,Pilgrim's Progress,8449,1,8,0,4,64
30563,Pilgrim's Progress,30562,0,0,11270,1,0
30564,Realm First! Challenge Conqueror Gold,0,0,4,0,0,0
30565,,30564,1,0,22236,0,2
30566,Scenario - Diamond Island - Step 0,0,0,4,0,0,0
30567,Jonathan LeCraft slain,30566,1,0,22237,0,0
30568,Defeat the Saurok outside the cave.,0,0,4,0,0,0
30569,Defeat the Darkhatched Lizard-Lord,30568,0,0,22238,1,0
30570,Defeat Broodmaster Noshi,0,0,4,0,0,0
30571,Defeat Broodmaster Noshi,30570,0,0,22239,0,0
30572,Defeat Rak'gor Bloodrazor,0,0,4,0,0,0
